"id","URL","pled","goal","date","period","status","text_am","n_img","n_vid","n_pled_t","min_pled_t","max_pled_t","mean_pled_t","step_pled_t","cr_time","backed","created","site","rpg","platformer","shooter","fighting","survival","horror","strategy","arcade","simulator","mmo","indie","action","quest","adventure","mgp","cont","curr","success","is_site"
"3084","https://www.kickstarter.com/projects/tookindstudio/pankapu-the-dreamkeeper",58709.11,44208.66,"2015-10-27",31,"ended",1484,68,1,20,1.11,3315.65,351.5135,174.449473684211,946,8,0,"tookindstudio.com",0,1,0,0,0,0,0,0,0,0,1,1,1,1,19.989157,0.2222722604007,"EUR",1,1
"7156","https://www.kickstarter.com/projects/1324801784/archer-mayors-the-lost-case-files",1236,1e+05,"2012-10-30",33,"ended",1957,15,0,17,5,10000,1720,624.6875,15,1,0,"lostcasefiles.archermayor.com",0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.011706,0.239205814755185,"USD",0,1
"270","https://www.kickstarter.com/projects/1324926759/dangers-of-being-old",57,6000,"2016-03-28",30,"ended",212,0,0,7,5,100,42.1428571428571,15.8333333333333,4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"4671","https://www.kickstarter.com/projects/744735150/cthulhu-saves-the-world-enhanced-version-for-pc-an",6898,3000,"2011-01-17",30,"ended",406,1,1,8,10,750,213.625,105.714285714286,5,0,0,"zeboyd.com",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.589824,0.330951292622272,"USD",1,1
"975","https://www.kickstarter.com/projects/1711621981/barriers-for-women-and-minorities-in-the-video-gam",517,2500,"2014-08-25",30,"ended",1226,0,0,6,1,75,29.3333333333333,14.8,68,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"3792","https://www.kickstarter.com/projects/dischan/dysfunctional-systems",60618.32,44037.03,"2014-02-22",30,"ended",1541,24,3,13,4.49,2696.14,369.509230769231,224.304166666667,13,0,0,"dysfunctionalsystems.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.387584,0.274168268929886,"CAD",1,1
"6261","https://www.kickstarter.com/projects/tenwall/bleak",12680,50000,"2013-03-20",30,"ended",1216,29,1,12,5,10000,1678.75,908.636363636364,272,8,0,"tenwallcreatives.com",0,1,0,0,0,0,0,0,0,0,0,1,0,1,8.123,0.266503637237825,"USD",0,1
"8305","https://www.kickstarter.com/projects/emyteam/puzzle-nuts-2-for-android-and-ios",115.86,16551,"2014-01-29",30,"ended",776,10,0,11,3.31,8275.5,1145.32909090909,827.219,50,0,0,"emyteam.blogspot.co.uk",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942386,0.280645394657764,"GBP",0,1
"2759","https://www.kickstarter.com/projects/922132090/old-adventure",129.03,112.2,"2016-09-23",30,"ended",526,11,2,4,1.12,28.05,11.5,8.97666666666667,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.410024,0.213855159088052,"EUR",1,0
"6686","https://www.kickstarter.com/projects/whiteguardianstudios/celestial-tear-demons-revenge",1997,30000,"2014-05-07",32,"ended",1813,32,0,13,8,2000,411,166,665,7,1,"demonsrevenge.com",1,0,0,1,1,1,0,0,0,0,0,1,0,0,4.204816,0.273478379354325,"USD",0,1
"3081","https://www.kickstarter.com/projects/302575193/the-final-frontier-space-simulator",1255,800,"2015-11-12",30,"ended",497,3,1,7,5,100,38.5714285714286,15.8333333333333,639,0,2,"vault-interactive.us",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.907724,0.26581640021986,"USD",1,1
"2735","https://www.kickstarter.com/projects/406176324/isinica-clash-of-magic",280,250,"2016-10-28",15,"ended",548,9,1,2,5,5,5,0,27,0,1,"ellisstudios.org",1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.047424,0.212216315938134,"USD",1,1
"1710","https://www.kickstarter.com/projects/5nerds/android-steampunk-rpg-dating-sim-series",83.14,2000,"2012-05-08",30,"ended",572,5,0,6,15,500,128.333333333333,97,502,1,1,"halfwords.com",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.448594,0.285535232844944,"USD",0,1
"2865","https://www.kickstarter.com/projects/1135818329/trenches-of-war",517,500,"2016-06-22",30,"ended",559,4,1,6,5,100,44.1666666666667,19,6,0,0,"vashtaentertainment.com",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.573104,0.303267758281821,"USD",1,1
"7306","https://www.kickstarter.com/projects/1595463124/dueling-blades",1001,8000,"2012-01-29",35,"ended",532,5,0,12,1,5000,595.083333333333,454.454545454545,54,0,0,"hourblastgames.com",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.591,0.219909698203518,"USD",0,1
"1399","https://www.kickstarter.com/projects/pigdugstudios/project-juggernaut",369,8000,"2013-05-03",30,"ended",941,20,1,13,1,2500,403.923076923077,208.25,99,0,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6.42248,0.343796974056434,"USD",0,0
"518","https://www.kickstarter.com/projects/1877284562/gamers-play-review-achieve",76,5000,"2015-09-08",30,"ended",252,0,0,7,5,500,134.285714285714,82.5,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,0
"2142","https://www.kickstarter.com/projects/434245000/battlenet",36,6000,"2016-01-19",60,"ended",241,6,0,1,5,5,5,0,841,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187437,0.211979594640518,"USD",0,0
"6447","https://www.kickstarter.com/projects/dragonfoundry/nova-blitz-real-time-trading-card-game",13449,80000,"2015-01-22",28,"ended",1883,13,0,10,10,10000,1995.5,1110,1388,5,0,"novablitz.com",0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.54688,0.355676611835144,"USD",0,1
"8578","https://www.kickstarter.com/projects/1641287971/age-of-ascent",4810,150000,"2014-03-13",32,"ended",2747,20,0,13,10,5000,707.692307692308,415.833333333333,6,0,0,"ageofascent.com",0,0,0,0,0,0,1,0,0,1,1,0,1,0,2.26456,0.34235980625761,"USD",0,1
"8613","https://www.kickstarter.com/projects/solerpictures/super-adventure-mega-quest",2672.26,36075.04,"2014-03-18",30,"ended",1191,25,0,15,0.9,7215.01,1123.498,515.293571428571,5,7,0,"superadventuremegaquest.com",0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.314228,0.299906695701363,"CAD",0,1
"670","https://www.kickstarter.com/projects/1679271767/wired-sheep",31.33,7831.5,"2015-05-12",30,"ended",174,0,0,4,1.57,156.63,63.0425,51.6866666666667,5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"GBP",0,0
"480","https://www.kickstarter.com/projects/358938854/rogue-harvest",320,5000,"2015-10-06",30,"ended",754,8,0,3,10,50,26.6666666666667,20,810,0,0,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9586,0.302879792726193,"USD",0,0
"7093","https://www.kickstarter.com/projects/enhousestudios/glitch",2044,10000,"2014-06-16",30,"ended",3538,38,1,15,1,1000,155.2,71.3571428571429,36,0,0,NA,1,0,0,1,0,0,0,0,0,1,0,1,1,0,5.731379,0.310422329010761,"USD",0,0
"6825","https://www.kickstarter.com/projects/jeremiahcaudle/dies-irae-phantatiom-elements",3730,15000,"2012-08-23",30,"ended",1377,8,0,19,1,500,137.421052631579,27.7222222222222,389,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111312,0.297804165090909,"USD",0,0
"1953","https://www.kickstarter.com/projects/karela/legend-of-the-peach-girl-pc-game",61,6000,"2011-02-18",30,"ended",242,0,0,3,15,30,21.6666666666667,7.5,2,0,0,"legendofthepeachgirl.kareladesign.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"3181","https://www.kickstarter.com/projects/966472475/particle-shield-conquer-the-elements-game",3688,2000,"2015-08-04",30,"ended",1271,20,1,11,5,300,79.8181818181818,29.5,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.603344,0.287794078175082,"USD",1,0
"2687","https://www.kickstarter.com/projects/1752350052/agony",136269.49,49739.61,"2016-10-31",40,"ended",181,34,6,16,2.98,3999.1,723.9975,266.408,1137,1,8,"playway.com",0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.935304,0.279015355301773,"CAD",1,1
"5622","https://www.kickstarter.com/projects/592596426/eviancraft-minecraft-server",206,740,"2015-08-18",30,"ended",267,0,0,12,1,200,58,18.0909090909091,1,0,0,"eviancraft.com",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"3918","https://www.kickstarter.com/projects/1314231455/super-roman-conquest-a-3d-side-scrolling-strategy",41909,30000,"2013-10-23",30,"ended",2355,50,1,15,5,5000,473.133333333333,356.785714285714,36,7,0,"superromanconquest.com",0,0,0,1,0,0,1,0,0,0,1,1,0,0,7.461321,0.208982360254495,"USD",1,1
"3543","https://www.kickstarter.com/projects/1198400811/royal-heroes-for-ouya-mac-pc-mobile-and-more",10695,10000,"2014-08-20",45,"ended",1059,20,1,11,5,5000,842.272727272727,499.5,16,0,0,"theelitegames.net",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.730548,0.260874636173907,"USD",1,1
"2529","https://www.kickstarter.com/projects/45166364/x-bike-stick",65,2500,"2012-11-15",30,"ended",166,6,0,3,3,20,10.6666666666667,8.5,73,5,0,"homerungames.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69636,0.296446386572108,"USD",0,1
"4581","https://www.kickstarter.com/projects/rupa211/rock-vibe-accessible-gaming",17400,16500,"2012-01-23",33,"ended",498,1,1,17,1,5000,478.294117647059,312.4375,313,2,1,"rupadhillon.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589824,0.442595699782708,"USD",1,1
"8381","https://www.kickstarter.com/projects/1406229608/lazyferret-studio",20,50000,"2014-07-09",30,"ended",563,0,0,8,5,100,43.125,13.5714285714286,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USD",0,0
"888","https://www.kickstarter.com/projects/lolzamstudios/flyest-bird-ever-android-apple-tablets-pc-mac-game",0,2000,"2014-10-31",40,"ended",128,4,0,5,1,20,7.6,4.75,840,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504973,0.368166007326924,"USD",0,0
"1913","https://www.kickstarter.com/projects/gearworx/the-adventures-of-jack-jones-the-beginning",11,5000,"2011-06-23",60,"ended",447,0,0,9,1,1000,223.444444444444,124.875,428,0,0,"parentestudios.com",0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,"USD",0,1
"7597","https://www.kickstarter.com/projects/1255037590/zombie-prepper",1884,15000,"2012-04-17",30,"ended",972,3,0,8,1,1000,198.875,142.714285714286,686,2,0,"zombieprepperapp.com",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.915988,0.200106098587744,"USD",0,1
"807","https://www.kickstarter.com/projects/1410044836/insane-off-road",40,1200,"2015-01-27",32,"ended",860,0,0,18,1,1000,128,58.7647058823529,0,0,0,"defiantprodigy.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"5105","https://www.kickstarter.com/projects/149929603/deep-flare-explorer-2d-story-driven-space-explorat",1696.13,51328.85,"2016-04-09",30,"ended",3044,40,0,19,2.28,1710.96,259.766315789474,94.9266666666667,285,16,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.821843,0.231693372177351,"EUR",0,0
"864","https://www.kickstarter.com/projects/1590172560/scratch-n-sniff-gaming",8.79,7029.26,"2014-12-01",30,"ended",202,0,0,1,8.79,8.79,8.79,0,132,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAD",0,0
"2976","https://www.kickstarter.com/projects/135470902/echoes-of-the-first-dreamer",55705,45000,"2016-03-10",33,"ended",777,12,1,17,15,1500,184.411764705882,92.8125,1492,10,0,"highwiregames.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589424,0.137881936441171,"USD",1,1
"7919","https://www.kickstarter.com/projects/1787411295/multi-console-super-pro-wooden-fightstick-controll",10,650,"2013-02-22",25,"ended",577,0,0,11,1,1200,241.909090909091,119.9,34,4,0,"metropolisgaming.com",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"USD",0,1
"1319","https://www.kickstarter.com/projects/1728130732/free-halloween-video-games-for-kids-and-family",26,1500,"2013-08-06",40,"ended",1106,5,0,7,1,500,138.142857142857,83.1666666666667,18,3,0,"theatervideogames.com",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.511848,0.340141539102958,"USD",0,1
"6880","https://www.kickstarter.com/projects/971843557/legena-union-tides",1242.95,8548.5,"2014-06-30",30,"ended",2731,36,0,17,3.42,854.85,130.640588235294,53.214375,867,18,0,"grandpapixel.com",1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.338636,0.356056400833181,"GBP",0,1
"2630","https://www.kickstarter.com/projects/1876692380/grimm-knights",123,13000,"2016-10-23",30,"ended",141,1,0,11,3,10000,1131.63636363636,999.7,44,0,0,"gameoto.com",0,0,0,0,0,0,0,0,0,0,0,1,0,1,4.35744,0.323686922141472,"USD",0,1
"1609","https://www.kickstarter.com/projects/378280693/god-of-puzzle",191,10000,"2012-08-31",30,"ended",2256,25,2,12,5,5000,746.666666666667,454.090909090909,120,10,0,"godofpuzzle.novaleaf.com",1,0,1,1,0,0,0,0,0,1,1,0,0,0,4.95488,0.245185371941213,"USD",0,1
"3978","https://www.kickstarter.com/projects/189665092/the-fall-dark-story-driven-exploration-in-an-alien",36790.09,16391.86,"2013-09-09",30,"ended",1398,20,3,14,4.82,964.23,168.395714285714,73.8007692307692,566,5,0,"overthemoongames.com",0,1,1,0,0,0,1,0,0,0,1,1,0,1,4.609158,0.314589620451251,"CAD",1,1
"1488","https://www.kickstarter.com/projects/1467906037/kinect-games-for-windows-7",0,6000,"2013-01-24",30,"ended",239,0,0,7,1,30,15.1428571428571,4.83333333333333,21,0,0,"star3dme.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"3541","https://www.kickstarter.com/projects/mathnerdproductions/taken-a-horror-survival-game-for-all-platforms-reb",3008,3000,"2014-09-05",30,"ended",859,31,1,19,2,10000,1145.52631578947,555.444444444444,219,7,1,"mathnerdproductions.com",0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.319384,0.233972366886841,"USD",1,1
"3382","https://www.kickstarter.com/projects/910078610/nf-magazine-2015-renewals-and-new-subscriptions",86490,55000,"2015-01-12",57,"ended",2522,50,1,24,10,1000,144.208333333333,43.0434782608696,640,19,1,"nfmagazine.com",0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.927704,0.421006838854805,"USD",1,1
"7244","https://www.kickstarter.com/projects/1305087272/behead-the-undead",1856,10000,"2012-08-23",30,"ended",1148,5,0,13,1,2000,314.307692307692,166.583333333333,447,6,0,"lostzombies.com",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.63618,0.340427607553793,"USD",0,1
"8070","https://www.kickstarter.com/projects/dreamzle/the-secret-of-universe-alpha-directors-cut",573,15000,"2013-06-25",10,"ended",615,3,0,10,6,5000,686.6,554.888888888889,520,6,0,"dreamzle.com",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.78132,0.285109048209816,"USD",0,1
"370","https://www.kickstarter.com/projects/834117795/the-master",754.8,9434.97,"2016-01-05",33,"ended",1168,17,0,8,3.22,1072.16,226.76375,152.705714285714,13,1,0,"themasterthegame.blogspot.com.es",0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.74728,0.269254878556289,"EUR",0,1
"326","https://www.kickstarter.com/projects/mintcookiegames/sations-the-legacy",26,1000,"2016-02-05",40,"ended",589,5,0,5,1,55,14.8,13.5,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.13572,0.313823679911985,"USD",0,0
"942","https://www.kickstarter.com/projects/1806175911/computer-shop-hero",10,8500,"2014-10-12",21,"ended",400,0,0,11,5,5000,865,499.5,580,1,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"USD",0,0
"4712","https://www.kickstarter.com/projects/jerry/loveland-season-2-pre-game-the-legend-of-the-ghos",1779,500,"2010-02-22",16,"ended",556,1,1,4,1,50,22,16.3333333333333,244,16,11,"makeloveland.com",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.589824,0.347259339153623,"USD",1,1
"6489","https://www.kickstarter.com/projects/758714218/ambassador-of-sieubia",5004,45000,"2016-07-31",35,"ended",3473,65,0,10,1,500,116.1,55.4444444444444,1442,3,1,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,14.29277,0.312650138040125,"USD",0,0
"1075","https://www.kickstarter.com/projects/rocketbird/hexagone-action-strategy-game-for-ios-and-android",282,2000,"2014-06-24",30,"ended",517,13,1,9,1,200,38.2222222222222,24.875,77,1,0,"rocket-bird.net",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.3356,0.330970319443063,"USD",0,1
"2795","https://www.kickstarter.com/projects/821143413/versus-first-ever-indy-comic-theme-fighting-game",6010,6000,"2016-08-20",31,"ended",977,41,3,9,5,1000,288.888888888889,124.375,317,1,0,"openworldcomics.com",0,0,0,1,0,1,0,0,0,0,1,0,0,0,16.314305,0.312637525468965,"USD",1,1
"3569","https://www.kickstarter.com/projects/morefiregames/boy-and-his-pup",10367,10000,"2014-08-22",30,"ended",1470,43,2,13,3,9999,1730.92307692308,833,86,1,0,"morefiregames.com",1,0,0,0,1,0,1,0,0,0,0,1,0,1,4.381919,0.259352058872934,"USD",1,1
"6763","https://www.kickstarter.com/projects/multivariousgames/dangerous-0",8717,25000,"2013-04-01",30,"ended",2130,21,0,14,5,2500,380,191.923076923077,42,0,0,"multivariousgames.com",0,0,1,1,1,0,0,1,0,0,1,0,0,0,7.121069,0.303497360066537,"USD",0,1
"1758","https://www.kickstarter.com/projects/307535659/bump-n-brawl",66,10000,"2012-04-06",30,"ended",722,1,0,5,1,50,18.2,12.25,15,0,0,"chompycreations.com",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.25976,0.248381444814204,"USD",0,1
"1615","https://www.kickstarter.com/projects/122622614/deadly-descent",10,5000,"2012-08-22",30,"ended",465,6,0,10,5,10000,1854,1110.55555555556,8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.410416,0.317855649941516,"USD",0,0
"6396","https://www.kickstarter.com/projects/1264459850/defenders-of-naxia",3143.77,93356.15,"2016-06-14",30,"ended",2578,73,5,36,3.89,5834.76,954.415833333333,166.596285714286,113,8,0,"donthegame.com",0,0,0,1,0,0,0,0,0,0,1,0,1,1,26.10195,0.239635341780247,"CAD",0,1
"6575","https://www.kickstarter.com/projects/gus/nibelungen-saga",4083,60000,"2013-09-09",60,"ended",1247,5,0,10,5,5000,714,555,926,9,0,"gamesfoundation.com",0,0,0,1,0,0,0,0,0,1,1,1,1,1,0.933555,0.169319027868017,"USD",0,1
"7779","https://www.kickstarter.com/projects/1023813752/morecraft",2460,250000,"2012-10-09",30,"ended",789,7,0,9,18,250,90.3333333333333,29,13,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.741389,0.329994394735444,"USD",0,0
"59","https://www.kickstarter.com/projects/darksearinox92/legends-of-ashantia-chapter-0-sacrifice",63.37,1092.66,"2016-10-20",30,"ended",694,4,0,9,2.19,109.27,38.4866666666667,13.385,121,1,0,"legendsofashantia.altervista.org",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.592948,0.290007355405551,"EUR",0,1
"2564","https://www.kickstarter.com/projects/beatquestgame/beatquest",2,2300,"2012-03-01",60,"ended",174,0,0,7,1,3000,525.142857142857,499.833333333333,11,1,0,"beatquestgame.com",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"USD",0,1
"7182","https://www.kickstarter.com/projects/takamo/takamo-universe-a-strategic-sci-fi-mmo",2793,75000,"2013-10-15",32,"ended",2898,20,1,22,1,10000,1865.5,476.142857142857,22,4,0,"takamouniverse.com",0,0,0,0,1,0,0,0,0,1,0,1,0,1,3.282982,0.271242157739143,"USD",0,1
"4166","https://www.kickstarter.com/projects/929134926/vitality-the-ultimate-randomly-generated-rpg",4965.08,3841.75,"2013-04-12",30,"ended",2284,10,1,12,6.15,998.86,195.545833333333,90.2463636363636,5,0,0,"mantagames.net",1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.074944,0.406437424710409,"GBP",1,1
"3006","https://www.kickstarter.com/projects/1058493022/visage-horror-game",85252.29,24838.55,"2016-01-27",45,"ended",1744,15,1,15,3.55,5677.38,636.339333333333,405.273571428571,127,0,0,"sadsquarestudio.com",0,0,0,0,0,1,0,0,1,0,1,0,0,0,6.703024,0.391973373119288,"CAD",1,1
"3801","https://www.kickstarter.com/projects/1047027444/jumpie",305,300,"2014-02-18",30,"ended",400,5,1,5,2,100,39.4,24.5,7,4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596654,0.354492907384719,"USD",1,0
"396","https://www.kickstarter.com/projects/1352881263/shred-ultra-natural-travis-rice-snowboarding-game",21,10000,"2015-12-15",30,"ended",1513,0,0,1,10,10,10,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"USD",0,0
"7637","https://www.kickstarter.com/projects/bikeweekvideogame/bike-week-0",100,150000,"2012-05-10",30,"ended",390,0,0,7,15,10000,2365.71428571429,1664.16666666667,62,0,1,"wittworldstudio.com",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"USD",0,1
"5513","https://www.kickstarter.com/projects/204567755/share-your-videogames-teile-deine-videospiele",7.83,1006148.69,"2015-09-08",60,"ended",186,0,0,4,5.59,111.79,50.3075,35.4,77,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUR",0,0
"1930","https://www.kickstarter.com/projects/2108004028/create-a-spaceship-bridge-simulation-for-kids",36,3000,"2011-05-26",30,"ended",159,0,0,5,10,250,87,60,424,1,0,"5thwallgaming.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"USD",0,1
"6462","https://www.kickstarter.com/projects/1286005138/bear-senpai-date-the-bear-of-your-dreams",13641,18000,"2014-08-10",60,"ended",968,4,0,6,3,3000,523.166666666667,599.4,176,0,0,"patreon.com",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.90498,0.264227659950304,"USD",0,1
"3179","https://www.kickstarter.com/projects/ohnoo/tsioque-an-animated-2d-adventure-game",39156,35000,"2015-07-23",44,"ended",2980,47,6,26,8,2500,243.230769230769,99.68,387,50,0,"tsioque.com",0,0,0,0,0,0,0,0,0,0,1,1,0,1,28.385096,0.280101421970452,"USD",1,1
